Fecha,Producto,Division,Precio,Variacion,Porcentaje
2025-05-25 21:12,Queso Rallado DIA 150 Gr,Frescos,4590.0,,
2025-05-25 21:12,"Yogur Bebible Frutilla La Serenisima 1,1 Lt.",Frescos,5160.0,,
2025-05-25 21:12,"Aceite de Girasol Natura 1,5 Lt.",Almacén,4215.0,,
2025-05-25 21:12,Gaseosa Coca-Cola Sabor Original 2.25 Lt.,Bebidas alcohólicas y tabaco,8400.0,,
2025-05-25 21:12,Sifon De Soda Sin Tacc Dia 2 Lt.,Bebidas alcohólicas y tabaco,2900.0,,
2025-05-25 21:12,Cerveza Lager Oslava 1 Lt.,Bebidas alcohólicas y tabaco,3380.0,,
2025-05-25 21:12,Sal Fina en Paquete Celusal 500 Gr.,Almacén,990.0,,
2025-05-25 21:12,Vinagre de Alcohol Dia 1 Lt.,Almacén,1050.0,,
2025-05-25 21:12,Dolca Suave Nescafé x 100 Gr. (Instantáneo),Almacén,7190.0,,
2025-05-25 21:12,Yerba Mate Taragüi 4 Flex 500 Gr.,Almacén,4500.0,,
2025-05-25 21:12,Pan Mignon 250 Gr,Panificados,918.0,,
2025-05-25 21:12,Vainillas DIA 148 Gr.,Panificados,2500.0,,
2025-05-25 21:12,Harina de Trigo 000 DIA 1 Kg,Almacén,1580.0,,
2025-05-25 21:12,Polenta Prestopronta 500 Gr.,Almacén,950.0,,
2025-05-25 21:12,Fideos Tirabuzón Favorita 500 Gr,Almacén,3000.0,,
2025-05-25 21:12,Dulce de Batata Emeth 500 Gr,Almacén,2500.0,,
2025-05-25 21:12,Mermelada BC Durazno 390 Gr,Almacén,2345.0,,
2025-05-25 21:12,Lentejas Dia 400 Gr,Almacén,1900.0,,
2025-05-25 21:12,Puré de Tomate Dia 520 Gr.,Almacén,790.0,,
2025-05-25 21:12,Jamón Cocido Fetas Finas Dia 200 Gr (Ejemplo para Paleta Cocida),Frescos,4190.0,,
2025-05-25 21:12,Salamín Cagnoli Picado Grueso 145 Gr (Ejemplo para Salame),Frescos,4190.0,,
2025-05-25 21:12,Huevo Blanco Grande x 12 unidades,Frescos,7980.0,,
2025-05-25 21:12,Manteca DIA Calidad Extra 200 Gr,Frescos,3070.0,,
2025-05-25 21:12,Vino Tinto Cabernet Buenos Aires 750 Ml.,Bebidas alcohólicas y tabaco,4700.0,,
2025-05-25 21:12,Mayonesa DIA 220 Ml.,Almacén,725.0,,
2025-05-25 21:12,Caldo De Verdura Maggi x 12 Ud.,Almacén,1258.0,,
2025-05-25 21:12,Arveja Congelada DIA 350 Gr,Almacén,1990.0,,
2025-05-25 21:12,"Jugo en Polvo Light Dia 7,5 Gr",Bebidas alcohólicas y tabaco,280.0,,
2025-05-26 15:37,Galletita de Agua Cracker Dia 101 Gr,Panificados,2350.0,0.0,0.0
2025-05-26 15:37,Arroz Largo Fino Molinos Ala 500 Gr.,Almacén,3120.0,0.0,0.0
2025-05-26 15:37,Papa Negra x 1 Kg,Frescos,4550.0,0.0,0.0
2025-05-26 15:37,Batata x 1 Kg,Frescos,1290.0,0.0,0.0
2025-05-26 15:37,Azúcar Plus DIA Común tipo A 1 Kg,Almacén,1980.0,0.0,0.0
2025-05-26 15:37,Dulce de Leche Clásico La Serenísima con calcio 400 Gr,Almacén,3055.0,0.0,0.0
2025-05-26 15:37,Acelga x 1 Kg,Frescos,3090.0,0.0,0.0
2025-05-26 15:37,Cebolla Morada x 1 Kg,Frescos,3380.0,0.0,0.0
2025-05-26 15:37,Lechuga Mantecosa x 1 Kg,Frescos,4790.0,0.0,0.0
2025-05-26 15:37,Tomate Perita x 1 Kg,Frescos,6580.0,0.0,0.0
2025-05-26 15:37,Zanahoria x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-26 15:37,Zapallo x 1 Kg,Frescos,890.0,0.0,0.0
2025-05-26 15:37,Manzana Roja x 1 Kg,Frescos,5380.0,0.0,0.0
2025-05-26 15:37,Mandarina x 1 Kg,Frescos,1380.0,0.0,0.0
2025-05-26 15:37,Naranja Jugo x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-26 15:37,Banana x 1 Kg,Frescos,3980.0,0.0,0.0
2025-05-26 15:37,Pera x 1 Kg,Frescos,1690.0,0.0,0.0
2025-05-26 15:37,Asado x Kg,Frescos,13600.0,0.0,0.0
2025-05-26 15:37,Carnaza Comun x Kg,Frescos,10500.0,0.0,0.0
2025-05-26 15:37,Paleta en Churrasco Envasado al Vacío x 1 Kg.,Frescos,14100.0,0.0,0.0
2025-05-26 15:37,Carne picada Especial Atmósfera Modificada 500 Gr,Frescos,14000.0,0.0,0.0
2025-05-26 15:37,Milanesa De Nalga Carnes De La Estancia Envasado Al Vacío X 1 Kg,Frescos,8450.0,0.0,0.0
2025-05-26 15:37,Pollo Entero x 1 Kg (precio por kg),Frescos,2990.0,0.0,0.0
2025-05-26 15:37,Filet de Merluza Rebozado a la Romana Dia 500 Gr (Carne de pescado - opción rebozada),Frescos,9990.0,0.0,0.0
2025-05-26 15:37,Leche Entera DIA Sachet 1 Lt.,Frescos,13900.0,0.0,0.0
2025-05-26 15:37,Queso Crema DIA Normandia 290 Gr.,Frescos,2490.0,0.0,0.0
2025-05-26 15:37,Queso Cremoso Dia X Kg. (Proxy para Queso Cuartirolo),Frescos,12890.0,0.0,0.0
2025-05-26 15:37,Queso Rallado DIA 150 Gr,Frescos,4590.0,0.0,0.0
2025-05-26 15:37,"Yogur Bebible Frutilla La Serenisima 1,1 Lt.",Frescos,5160.0,0.0,0.0
2025-05-26 15:37,"Aceite de Girasol Natura 1,5 Lt.",Almacén,4215.0,0.0,0.0
2025-05-26 15:37,Gaseosa Coca-Cola Sabor Original 2.25 Lt.,Bebidas alcohólicas y tabaco,8400.0,0.0,0.0
2025-05-26 15:37,Sifon De Soda Sin Tacc Dia 2 Lt.,Bebidas alcohólicas y tabaco,2900.0,0.0,0.0
2025-05-26 15:37,Cerveza Lager Oslava 1 Lt.,Bebidas alcohólicas y tabaco,3380.0,0.0,0.0
2025-05-26 15:37,Sal Fina en Paquete Celusal 500 Gr.,Almacén,990.0,0.0,0.0
2025-05-26 15:37,Vinagre de Alcohol Dia 1 Lt.,Almacén,1050.0,0.0,0.0
2025-05-26 15:37,Dolca Suave Nescafé x 100 Gr. (Instantáneo),Almacén,7190.0,0.0,0.0
2025-05-26 15:37,Yerba Mate Taragüi 4 Flex 500 Gr.,Almacén,4500.0,0.0,0.0
2025-05-26 15:37,Pan Mignon 250 Gr,Panificados,918.0,0.0,0.0
2025-05-26 15:37,Vainillas DIA 148 Gr.,Panificados,2500.0,0.0,0.0
2025-05-26 15:37,Harina de Trigo 000 DIA 1 Kg,Almacén,1580.0,0.0,0.0
2025-05-26 15:37,Polenta Prestopronta 500 Gr.,Almacén,950.0,0.0,0.0
2025-05-26 15:37,Fideos Tirabuzón Favorita 500 Gr,Almacén,3000.0,0.0,0.0
2025-05-26 15:37,Dulce de Batata Emeth 500 Gr,Almacén,2500.0,0.0,0.0
2025-05-26 15:37,Mermelada BC Durazno 390 Gr,Almacén,3175.0,830.0,35.39445628997868
2025-05-26 15:37,Lentejas Dia 400 Gr,Almacén,1900.0,0.0,0.0
2025-05-26 15:37,Puré de Tomate Dia 520 Gr.,Almacén,790.0,0.0,0.0
2025-05-26 15:37,Jamón Cocido Fetas Finas Dia 200 Gr (Ejemplo para Paleta Cocida),Frescos,4190.0,0.0,0.0
2025-05-26 15:37,Salamín Cagnoli Picado Grueso 145 Gr (Ejemplo para Salame),Frescos,4190.0,0.0,0.0
2025-05-26 15:37,Huevo Blanco Grande x 12 unidades,Frescos,7980.0,0.0,0.0
2025-05-26 15:37,Manteca DIA Calidad Extra 200 Gr,Frescos,3070.0,0.0,0.0
2025-05-26 15:37,Vino Tinto Cabernet Buenos Aires 750 Ml.,Bebidas alcohólicas y tabaco,4700.0,0.0,0.0
2025-05-26 15:37,Mayonesa DIA 220 Ml.,Almacén,725.0,0.0,0.0
2025-05-26 15:37,Caldo De Verdura Maggi x 12 Ud.,Almacén,1258.0,0.0,0.0
2025-05-26 15:37,Arveja Congelada DIA 350 Gr,Almacén,1990.0,0.0,0.0
2025-05-26 15:37,"Jugo en Polvo Light Dia 7,5 Gr",Bebidas alcohólicas y tabaco,280.0,0.0,0.0
2025-05-27 23:27,Galletita de Agua Cracker Dia 101 Gr,Panificados,2350.0,0.0,0.0
2025-05-27 23:27,Arroz Largo Fino Molinos Ala 500 Gr.,Almacén,3120.0,0.0,0.0
2025-05-27 23:27,Papa Negra x 1 Kg,Frescos,6650.0,2100.0,46.15384615384615
2025-05-27 23:27,Batata x 1 Kg,Frescos,1290.0,0.0,0.0
2025-05-27 23:27,Azúcar Plus DIA Común tipo A 1 Kg,Almacén,1980.0,0.0,0.0
2025-05-27 23:27,Dulce de Leche Clásico La Serenísima con calcio 400 Gr,Almacén,3055.0,0.0,0.0
2025-05-27 23:27,Acelga x 1 Kg,Frescos,3090.0,0.0,0.0
2025-05-27 23:27,Cebolla Morada x 1 Kg,Frescos,3380.0,0.0,0.0
2025-05-27 23:27,Lechuga Mantecosa x 1 Kg,Frescos,4790.0,0.0,0.0
2025-05-27 23:27,Tomate Perita x 1 Kg,Frescos,6580.0,0.0,0.0
2025-05-27 23:27,Zanahoria x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-27 23:27,Zapallo x 1 Kg,Frescos,890.0,0.0,0.0
2025-05-27 23:27,Manzana Roja x 1 Kg,Frescos,5380.0,0.0,0.0
2025-05-27 23:27,Mandarina x 1 Kg,Frescos,2580.0,1200.0,86.95652173913044
2025-05-27 23:27,Naranja Jugo x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-27 23:27,Banana x 1 Kg,Frescos,3980.0,0.0,0.0
2025-05-27 23:27,Pera x 1 Kg,Frescos,1690.0,0.0,0.0
2025-05-27 23:27,Asado x Kg,Frescos,13600.0,0.0,0.0
2025-05-27 23:27,Carnaza Comun x Kg,Frescos,10500.0,0.0,0.0
2025-05-27 23:27,Paleta en Churrasco Envasado al Vacío x 1 Kg.,Frescos,14100.0,0.0,0.0
2025-05-27 23:27,Carne picada Especial Atmósfera Modificada 500 Gr,Frescos,14000.0,0.0,0.0
2025-05-27 23:27,Milanesa De Nalga Carnes De La Estancia Envasado Al Vacío X 1 Kg,Frescos,8450.0,0.0,0.0
2025-05-27 23:27,Pollo Entero x 1 Kg (precio por kg),Frescos,2990.0,0.0,0.0
2025-05-27 23:27,Filet de Merluza Rebozado a la Romana Dia 500 Gr (Carne de pescado - opción rebozada),Frescos,9990.0,0.0,0.0
2025-05-27 23:27,Leche Entera DIA Sachet 1 Lt.,Frescos,13900.0,0.0,0.0
2025-05-27 23:27,Queso Crema DIA Normandia 290 Gr.,Frescos,2990.0,500.0,20.080321285140563
2025-05-27 23:27,Queso Cremoso Dia X Kg. (Proxy para Queso Cuartirolo),Frescos,12890.0,0.0,0.0
2025-05-27 23:27,Queso Rallado DIA 150 Gr,Frescos,4590.0,0.0,0.0
2025-05-27 23:27,"Yogur Bebible Frutilla La Serenisima 1,1 Lt.",Frescos,7380.0,2220.0,43.02325581395349
2025-05-27 23:27,"Aceite de Girasol Natura 1,5 Lt.",Almacén,4215.0,0.0,0.0
2025-05-27 23:27,Gaseosa Coca-Cola Sabor Original 2.25 Lt.,Bebidas alcohólicas y tabaco,8400.0,0.0,0.0
2025-05-27 23:27,Sifon De Soda Sin Tacc Dia 2 Lt.,Bebidas alcohólicas y tabaco,2900.0,0.0,0.0
2025-05-27 23:27,Cerveza Lager Oslava 1 Lt.,Bebidas alcohólicas y tabaco,3380.0,0.0,0.0
2025-05-27 23:27,Sal Fina en Paquete Celusal 500 Gr.,Almacén,990.0,0.0,0.0
2025-05-27 23:27,Vinagre de Alcohol Dia 1 Lt.,Almacén,1050.0,0.0,0.0
2025-05-27 23:27,Dolca Suave Nescafé x 100 Gr. (Instantáneo),Almacén,7190.0,0.0,0.0
2025-05-27 23:27,Yerba Mate Taragüi 4 Flex 500 Gr.,Almacén,4500.0,0.0,0.0
2025-05-27 23:27,Pan Mignon 250 Gr,Panificados,918.0,0.0,0.0
2025-05-27 23:27,Vainillas DIA 148 Gr.,Panificados,2500.0,0.0,0.0
2025-05-27 23:27,Harina de Trigo 000 DIA 1 Kg,Almacén,1580.0,0.0,0.0
2025-05-27 23:27,Polenta Prestopronta 500 Gr.,Almacén,950.0,0.0,0.0
2025-05-27 23:27,Fideos Tirabuzón Favorita 500 Gr,Almacén,3000.0,0.0,0.0
2025-05-27 23:27,Dulce de Batata Emeth 500 Gr,Almacén,2500.0,0.0,0.0
2025-05-27 23:27,Mermelada BC Durazno 390 Gr,Almacén,3175.0,0.0,0.0
2025-05-27 23:27,Lentejas Dia 400 Gr,Almacén,1900.0,0.0,0.0
2025-05-27 23:27,Puré de Tomate Dia 520 Gr.,Almacén,790.0,0.0,0.0
2025-05-27 23:27,Jamón Cocido Fetas Finas Dia 200 Gr (Ejemplo para Paleta Cocida),Frescos,4190.0,0.0,0.0
2025-05-27 23:27,Salamín Cagnoli Picado Grueso 145 Gr (Ejemplo para Salame),Frescos,4890.0,700.0,16.706443914081145
2025-05-27 23:27,Huevo Blanco Grande x 12 unidades,Frescos,7980.0,0.0,0.0
2025-05-27 23:27,Manteca DIA Calidad Extra 200 Gr,Frescos,3070.0,0.0,0.0
2025-05-27 23:27,Vino Tinto Cabernet Buenos Aires 750 Ml.,Bebidas alcohólicas y tabaco,4700.0,0.0,0.0
2025-05-27 23:27,Mayonesa DIA 220 Ml.,Almacén,725.0,0.0,0.0
2025-05-27 23:27,Caldo De Verdura Maggi x 12 Ud.,Almacén,1258.0,0.0,0.0
2025-05-27 23:27,Arveja Congelada DIA 350 Gr,Almacén,2590.0,600.0,30.15075376884422
2025-05-27 23:27,"Jugo en Polvo Light Dia 7,5 Gr",Bebidas alcohólicas y tabaco,280.0,0.0,0.0
2025-05-28 22:25,Galletita de Agua Cracker Dia 101 Gr,Panificados,1575.0,-775.0,-32.97872340425532
2025-05-28 22:25,Arroz Largo Fino Molinos Ala 500 Gr.,Almacén,3120.0,0.0,0.0
2025-05-28 22:25,Papa Negra x 1 Kg,Frescos,4550.0,-2100.0,-31.57894736842105
2025-05-28 22:25,Batata x 1 Kg,Frescos,1290.0,0.0,0.0
2025-05-28 22:25,Azúcar Plus DIA Común tipo A 1 Kg,Almacén,1980.0,0.0,0.0
2025-05-28 22:25,Dulce de Leche Clásico La Serenísima con calcio 400 Gr,Almacén,3055.0,0.0,0.0
2025-05-28 22:25,Acelga x 1 Kg,Frescos,3090.0,0.0,0.0
2025-05-28 22:25,Cebolla Morada x 1 Kg,Frescos,3380.0,0.0,0.0
2025-05-28 22:25,Lechuga Mantecosa x 1 Kg,Frescos,4790.0,0.0,0.0
2025-05-28 22:25,Tomate Perita x 1 Kg,Frescos,5780.0,-800.0,-12.1580547112462
2025-05-28 22:25,Zanahoria x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-28 22:25,Zapallo x 1 Kg,Frescos,890.0,0.0,0.0
2025-05-28 22:25,Manzana Roja x 1 Kg,Frescos,5380.0,0.0,0.0
2025-05-28 22:25,Mandarina x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-28 22:25,Naranja Jugo x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-28 22:25,Banana x 1 Kg,Frescos,3980.0,0.0,0.0
2025-05-28 22:25,Pera x 1 Kg,Frescos,1690.0,0.0,0.0
2025-05-28 22:25,Asado x Kg,Frescos,13600.0,0.0,0.0
2025-05-28 22:25,Carnaza Comun x Kg,Frescos,10500.0,0.0,0.0
2025-05-28 22:25,Paleta en Churrasco Envasado al Vacío x 1 Kg.,Frescos,14100.0,0.0,0.0
2025-05-28 22:25,Carne picada Especial Atmósfera Modificada 500 Gr,Frescos,14000.0,0.0,0.0
2025-05-28 22:25,Milanesa De Nalga Carnes De La Estancia Envasado Al Vacío X 1 Kg,Frescos,8450.0,0.0,0.0
2025-05-28 22:25,Pollo Entero x 1 Kg (precio por kg),Frescos,2990.0,0.0,0.0
2025-05-28 22:25,Filet de Merluza Rebozado a la Romana Dia 500 Gr (Carne de pescado - opción rebozada),Frescos,9990.0,0.0,0.0
2025-05-28 22:25,Leche Entera DIA Sachet 1 Lt.,Frescos,13900.0,0.0,0.0
2025-05-28 22:25,Queso Crema DIA Normandia 290 Gr.,Frescos,2990.0,0.0,0.0
2025-05-28 22:25,Queso Cremoso Dia X Kg. (Proxy para Queso Cuartirolo),Frescos,12890.0,0.0,0.0
2025-05-28 22:25,Queso Rallado DIA 150 Gr,Frescos,4190.0,-400.0,-8.714596949891067
2025-05-28 22:25,"Yogur Bebible Frutilla La Serenisima 1,1 Lt.",Frescos,7380.0,0.0,0.0
2025-05-28 22:25,"Aceite de Girasol Natura 1,5 Lt.",Almacén,4215.0,0.0,0.0
2025-05-28 22:25,Gaseosa Coca-Cola Sabor Original 2.25 Lt.,Bebidas alcohólicas y tabaco,8400.0,0.0,0.0
2025-05-28 22:25,Sifon De Soda Sin Tacc Dia 2 Lt.,Bebidas alcohólicas y tabaco,2900.0,0.0,0.0
2025-05-28 22:25,Cerveza Lager Oslava 1 Lt.,Bebidas alcohólicas y tabaco,2580.0,-800.0,-23.66863905325444
2025-05-28 22:25,Sal Fina en Paquete Celusal 500 Gr.,Almacén,990.0,0.0,0.0
2025-05-28 22:25,Vinagre de Alcohol Dia 1 Lt.,Almacén,1050.0,0.0,0.0
2025-05-28 22:25,Dolca Suave Nescafé x 100 Gr. (Instantáneo),Almacén,7190.0,0.0,0.0
2025-05-28 22:25,Yerba Mate Taragüi 4 Flex 500 Gr.,Almacén,4500.0,0.0,0.0
2025-05-28 22:25,Pan Mignon 250 Gr,Panificados,918.0,0.0,0.0
2025-05-28 22:25,Vainillas DIA 148 Gr.,Panificados,2500.0,0.0,0.0
2025-05-28 22:25,Harina de Trigo 000 DIA 1 Kg,Almacén,1580.0,0.0,0.0
2025-05-28 22:25,Polenta Prestopronta 500 Gr.,Almacén,950.0,0.0,0.0
2025-05-28 22:25,Fideos Tirabuzón Favorita 500 Gr,Almacén,3000.0,0.0,0.0
2025-05-28 22:25,Dulce de Batata Emeth 500 Gr,Almacén,2500.0,0.0,0.0
2025-05-28 22:25,Mermelada BC Durazno 390 Gr,Almacén,3175.0,0.0,0.0
2025-05-28 22:25,Lentejas Dia 400 Gr,Almacén,1900.0,0.0,0.0
2025-05-28 22:25,Puré de Tomate Dia 520 Gr.,Almacén,790.0,0.0,0.0
2025-05-28 22:25,Jamón Cocido Fetas Finas Dia 200 Gr (Ejemplo para Paleta Cocida),Frescos,3355.0,-835.0,-19.928400954653934
2025-05-28 22:25,Salamín Cagnoli Picado Grueso 145 Gr (Ejemplo para Salame),Frescos,4890.0,0.0,0.0
2025-05-28 22:25,Huevo Blanco Grande x 12 unidades,Frescos,7980.0,0.0,0.0
2025-05-28 22:25,Manteca DIA Calidad Extra 200 Gr,Frescos,3000.0,-70.0,-2.2801302931596092
2025-05-28 22:25,Vino Tinto Cabernet Buenos Aires 750 Ml.,Bebidas alcohólicas y tabaco,4700.0,0.0,0.0
2025-05-28 22:25,Mayonesa DIA 220 Ml.,Almacén,725.0,0.0,0.0
2025-05-28 22:25,Caldo De Verdura Maggi x 12 Ud.,Almacén,1258.0,0.0,0.0
2025-05-28 22:25,Arveja Congelada DIA 350 Gr,Almacén,1990.0,-600.0,-23.16602316602317
2025-05-28 22:25,"Jugo en Polvo Light Dia 7,5 Gr",Bebidas alcohólicas y tabaco,280.0,0.0,0.0
2025-05-29 21:41,Galletita de Agua Cracker Dia 101 Gr,Panificados,1575.0,0.0,0.0
2025-05-29 21:41,Arroz Largo Fino Molinos Ala 500 Gr.,Almacén,3120.0,0.0,0.0
2025-05-29 21:41,Papa Negra x 1 Kg,Frescos,4550.0,0.0,0.0
2025-05-29 21:41,Batata x 1 Kg,Frescos,1290.0,0.0,0.0
2025-05-29 21:41,Azúcar Plus DIA Común tipo A 1 Kg,Almacén,1980.0,0.0,0.0
2025-05-29 21:41,Dulce de Leche Clásico La Serenísima con calcio 400 Gr,Almacén,3135.0,80.0,2.618657937806874
2025-05-29 21:41,Acelga x 1 Kg,Frescos,3090.0,0.0,0.0
2025-05-29 21:41,Cebolla Morada x 1 Kg,Frescos,3380.0,0.0,0.0
2025-05-29 21:41,Lechuga Mantecosa x 1 Kg,Frescos,4790.0,0.0,0.0
2025-05-29 21:41,Tomate Perita x 1 Kg,Frescos,5780.0,0.0,0.0
2025-05-29 21:41,Zanahoria x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-29 21:41,Zapallo x 1 Kg,Frescos,890.0,0.0,0.0
2025-05-29 21:41,Manzana Roja x 1 Kg,Frescos,5380.0,0.0,0.0
2025-05-29 21:41,Mandarina x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-29 21:41,Naranja Jugo x 1 Kg,Frescos,2580.0,0.0,0.0
2025-05-29 21:41,Banana x 1 Kg,Frescos,3980.0,0.0,0.0
2025-05-29 21:41,Pera x 1 Kg,Frescos,1690.0,0.0,0.0
2025-05-29 21:41,Asado x Kg,Frescos,13600.0,0.0,0.0
2025-05-29 21:41,Carnaza Comun x Kg,Frescos,10500.0,0.0,0.0
2025-05-29 21:41,Paleta en Churrasco Envasado al Vacío x 1 Kg.,Frescos,14100.0,0.0,0.0
2025-05-29 21:41,Carne picada Especial Atmósfera Modificada 500 Gr,Frescos,14000.0,0.0,0.0
2025-05-29 21:41,Milanesa De Nalga Carnes De La Estancia Envasado Al Vacío X 1 Kg,Frescos,8450.0,0.0,0.0
2025-05-29 21:41,Pollo Entero x 1 Kg (precio por kg),Frescos,2990.0,0.0,0.0
2025-05-29 21:41,Filet de Merluza Rebozado a la Romana Dia 500 Gr (Carne de pescado - opción rebozada),Frescos,9990.0,0.0,0.0
2025-05-29 21:41,Leche Entera DIA Sachet 1 Lt.,Frescos,13900.0,0.0,0.0
2025-05-29 21:41,Queso Crema DIA Normandia 290 Gr.,Frescos,2990.0,0.0,0.0
2025-05-29 21:41,Queso Cremoso Dia X Kg. (Proxy para Queso Cuartirolo),Frescos,12890.0,0.0,0.0
2025-05-29 21:41,Queso Rallado DIA 150 Gr,Frescos,4190.0,0.0,0.0
2025-05-29 21:41,"Yogur Bebible Frutilla La Serenisima 1,1 Lt.",Frescos,7380.0,0.0,0.0
2025-05-29 21:41,"Aceite de Girasol Natura 1,5 Lt.",Almacén,4215.0,0.0,0.0
2025-05-29 21:41,Gaseosa Coca-Cola Sabor Original 2.25 Lt.,Bebidas alcohólicas y tabaco,8400.0,0.0,0.0
2025-05-29 21:41,Sifon De Soda Sin Tacc Dia 2 Lt.,Bebidas alcohólicas y tabaco,2900.0,0.0,0.0
2025-05-29 21:41,Cerveza Lager Oslava 1 Lt.,Bebidas alcohólicas y tabaco,2580.0,0.0,0.0
2025-05-29 21:41,Sal Fina en Paquete Celusal 500 Gr.,Almacén,990.0,0.0,0.0
2025-05-29 21:41,Vinagre de Alcohol Dia 1 Lt.,Almacén,1050.0,0.0,0.0
2025-05-29 21:41,Dolca Suave Nescafé x 100 Gr. (Instantáneo),Almacén,7190.0,0.0,0.0
2025-05-29 21:41,Yerba Mate Taragüi 4 Flex 500 Gr.,Almacén,4500.0,0.0,0.0
2025-05-29 21:41,Pan Mignon 250 Gr,Panificados,918.0,0.0,0.0
2025-05-29 21:41,Vainillas DIA 148 Gr.,Panificados,2500.0,0.0,0.0
2025-05-29 21:41,Harina de Trigo 000 DIA 1 Kg,Almacén,1580.0,0.0,0.0
2025-05-29 21:41,Polenta Prestopronta 500 Gr.,Almacén,950.0,0.0,0.0
2025-05-29 21:41,Fideos Tirabuzón Favorita 500 Gr,Almacén,3000.0,0.0,0.0
2025-05-29 21:41,Dulce de Batata Emeth 500 Gr,Almacén,2500.0,0.0,0.0
2025-05-29 21:41,Mermelada BC Durazno 390 Gr,Almacén,3175.0,0.0,0.0
2025-05-29 21:41,Lentejas Dia 400 Gr,Almacén,1900.0,0.0,0.0
2025-05-29 21:41,Puré de Tomate Dia 520 Gr.,Almacén,790.0,0.0,0.0
2025-05-29 21:41,Jamón Cocido Fetas Finas Dia 200 Gr (Ejemplo para Paleta Cocida),Frescos,3355.0,0.0,0.0
2025-05-29 21:41,Salamín Cagnoli Picado Grueso 145 Gr (Ejemplo para Salame),Frescos,4890.0,0.0,0.0
2025-05-29 21:41,Huevo Blanco Grande x 12 unidades,Frescos,7980.0,0.0,0.0
2025-05-29 21:41,Manteca DIA Calidad Extra 200 Gr,Frescos,3000.0,0.0,0.0
2025-05-29 21:41,Vino Tinto Cabernet Buenos Aires 750 Ml.,Bebidas alcohólicas y tabaco,4700.0,0.0,0.0
2025-05-29 21:41,Mayonesa DIA 220 Ml.,Almacén,725.0,0.0,0.0
2025-05-29 21:41,Caldo De Verdura Maggi x 12 Ud.,Almacén,1480.0,222.0,17.647058823529413
2025-05-29 21:41,Arveja Congelada DIA 350 Gr,Almacén,1990.0,0.0,0.0
2025-05-29 21:41,"Jugo en Polvo Light Dia 7,5 Gr",Bebidas alcohólicas y tabaco,280.0,0.0,0.0
2025-05-29 21:45,Galletita de Agua Cracker Dia 101 Gr,Panificados,1575.0,0.0,0.0
2025-05-29 21:45,Arroz Largo Fino Molinos Ala 500 Gr.,Almacén,3120.0,0.0,0.0
