Fecha,Leche La Serenísima Protein 1Lt,Arroz Gallo Oro 1kg,Fideos Matarazzo Spaghetti 500g,Aceite Cocinero 900ml,Azúcar Ledesma 1kg,Total
2025-05-25 15:54,2410.0,2495.0,1560.0,2600.0,1155.0,10220.0
2025-05-25 15:58,2410.0,2495.0,1560.0,2600.0,1155.0,10220.0
