Fecha,Total_Canasta,Variacion_Total,Porcentaje_Total,IPC_General,Variacion_Desde_Primer_Dia
2025-06-01 11:12:00,246453.0,,,0.0,0.0
2025-06-02 21:16:00,246453.0,0.0,0.0,-53.701831437748815,0.0
2025-06-02 21:21:00,246453.0,0.0,0.0,-53.701831437748815,0.0
2025-06-03 11:34:00,252823.0,6370.0,2.5846713166404953,-52.568752657242655,2.5846713166404953
2025-06-04 11:12:00,248393.0,-4430.0,-1.752213999517449,-55.37562841169006,0.7871683444713596
2025-06-05 20:49:00,248393.0,0.0,0.0,-53.81299768092506,0.7871683444713596
2025-06-06 10:56:00,248268.0,-125.0,-0.0503234793251017,-53.83813943010695,0.7364487346471741
